seminar_id,university,discipline,seminar_name,seminar_link
001fae-92e882-7e,University of Louisville,Mathematics,Differential Equations and Applied Math Seminar,https://louisville.edu/math/seminars
003ac8-0efc4e-2f,Binghamton University,Mathematics,Arithmetic Seminar,https://www2.math.binghamton.edu/p/seminars/arit
005d0a-caf943-2a,Montana State University,Mathematics,Applied Mathematics Seminars,https://math.montana.edu/events/seminars/applied_mathematics_seminars.html
008535-f3cced-21,University of Wisconsin-Madison,Mathematics,Logic,https://hilbert.math.wisc.edu/logic/seminar.html
008cef-9bdf9c-0d,University of Wisconsin-Madison,Physics,Plasma Theory Seminar,https://www.physics.wisc.edu/events/?year=2023&semester=Fall&name=PlasmaTheory
00aa10-e8beff-4c,University of Georgia,Mathematics,Geometry,https://calendar.google.com/calendar/u/0/embed?src=t86v1ggjej5btmqp2b9mu203ek@group.calendar.google.com&ctz=America/New_York
00b316-d7200e-fd,"University of California, Irvine",Mathematics,Nonlinear PDEs Seminar,https://www.math.uci.edu/seminars-calendar/month/2023-08
011abf-b70a67-65,Rutgers University-New Brunswick,Physics,Geometry & Physics Seminar,[NO LINK FOUND]
011ce3-f043e2-21,Kansas State University,Physics,Colloquium,https://www.phys.ksu.edu/about/events/colloquia/
011e14-875572-14,University at Buffalo,Computer Science,CSE Symposia,https://engineering.buffalo.edu/computer-science-engineering/news-and-events/events/cse-symposia.html
013a53-eb8d4a-88,Oregon State University,Computer Science,Materials and Devices Seminar,https://engineering.oregonstate.edu/events/materials-and-devices-seminars
01dcca-7bbb99-e5,Stony Brook University,Physics,Nuclear Theory Seminar,https://sites.google.com/a/stonybrook.edu/nuclear_theory_seminars/
01de47-a88483-6e,Ohio University,Physics,Nanoscale Quantum Phenomena Institute Seminar,https://www.ohio.edu/cas/nqpi/news/events
01fa01-187e22-7b,Duke University,Mathematics,Colloquium,https://math.duke.edu/colloquium-events
02178a-edb0b8-b1,"University of California, Irvine",Physics,Particle Physics Seminar,https://www.physics.uci.edu/seminars?field_date_value%5Bvalue%5D%5Byear%5D=2023&field_date_value%5Bvalue%5D%5Bmonth%5D=8&field_date_value%5Bvalue%5D%5Bday%5D=1
022725-6d33b2-9b,Louisiana State University,Mathematics,Control and Optimization Seminar,https://www.math.lsu.edu/calendar?selecttime=all&selectevent=Control+and+Optimization+Seminar
024587-53f55d-3d,Colorado State University,Mathematics,Number Theory Lab,https://sites.google.com/view/csu-numbertheory-lab/home
024600-71da61-b1,University of Memphis,Mathematics,Combinatorics Seminar,https://www.memphis.edu/msci/news/calendar.php
0246a9-3c736f-77,Clemson University,Mathematics,SMSS Seminar,https://www.clemson.edu/science/academics/departments/mathstat/index.html
0248f3-7f4441-14,Tufts University,Mathematics,Geometric Group Theory and Topology Seminar,https://sites.tufts.edu/ggtt/fall-2023/
028dbb-5175b2-50,University of Virginia,Mathematics,Number Theory Seminar,https://math.virginia.edu/seminars/ntsem/
02adab-fbecf1-62,Dartmouth College,Mathematics,Geometry Seminar,https://math.dartmouth.edu/~gts/
02bc35-6c731d-77,Carnegie Mellon University,Computer Science,Systems Design and Implementation (SDI) Seminar Series,https://www.pdl.cmu.edu/SDI/index.shtml
03392d-63bd38-9a,University of Connecticut,Mathematics,Mathematics Colloquium,https://math.uconn.edu/calendar-2/
0343da-985cf4-0e,University of Chicago,Mathematics,Geometry/Topology Seminar,http://math.uchicago.edu/seminars/geometry_topology.html
037913-25d3de-fa,University of Washington,Mathematics,Number Theory Seminar,https://math.washington.edu/events/series/number-theory-seminar
037aee-5187c5-4b,Dartmouth College,Mathematics,Topology Seminar,https://math.dartmouth.edu/~topology/
039b0a-0cb93e-f6,Arizona State University,Mathematics,Data-Oriented Mathematical and Statistical Sciences (DoMSS) seminar,https://math.asu.edu/asu-events-type/concert
03a7c7-525fe4-c2,University of Nebraska-Lincoln,Chemistry,Chemistry Colloquium,https://chem.unl.edu/colloquia-schedule#Fall2023
03fa38-199b92-45,University of Colorado Boulder,Mathematics,Geometry Analysis Seminar,https://math.colorado.edu/seminars/
0440cb-2db6c1-41,Northeastern University,Computer Science,Programming Language Seminar,https://prl.khoury.northeastern.edu/seminars.html
045e8a-441431-f5,"University of California, Davis",Mathematics,Algebra & Discrete Mathematics Seminar,https://www.math.ucdavis.edu/research/seminars?type=6&when=past
048afd-b56b8b-7b,University of Cincinnati,Mechanical Engineering,Speakers,https://ceas.uc.edu/academics/departments/mechanical-materials-engineering/speakers.html
04b408-f784d7-ac,Texas A&M University,Mathematics,Number Theory Seminar,https://www.math.tamu.edu/seminars/number_theory/
04e79f-5028b0-ac,Virginia Commonwealth University,Computer Science,Seminars,https://egr.vcu.edu/departments/computer/research/seminars/
058042-a002d6-1f,University of Illinois Chicago,Physics,Physics Seminar,https://phys.uic.edu/our-events/?event_month=08&event_day=1&event_year=2023
058e33-5258a5-fd,Boston University,Physics,Bio/CM Seminar,https://www.bu.edu/physics/events/?date=20230801&topic=8180
059130-ac3c3e-80,North Carolina State University,Mathematics,Colloquium,https://math.sciences.ncsu.edu/events/category/colloquium/
059b2e-0ac028-51,North Carolina State University,Mathematics,Geometry and Topology Seminar,https://math.sciences.ncsu.edu/events/category/geometry-and-topology-seminar/list/?eventDisplay=past
05feb1-c7c890-af,Binghamton University,Mathematics,Combinatorics Seminar,https://www2.math.binghamton.edu/p/seminars/comb/start
0691a6-6ee969-47,Yale University,Computer Science,CS Colloquium,https://cpsc.yale.edu/calendar/month/2023-10?page=0
06af24-486e60-04,University of Massachusetts Amherst,Mathematics,Geometry & Geometric Analysis Seminar,https://www.umass.edu/mathematics-statistics/seminars/geometry-and-geometric-analysis-seminar
06d591-975592-48,New York University,Mathematics,Mathematics Colloquium,https://math.nyu.edu/dynamic/calendars/seminars/mathematics-colloquium/
06e46a-f64c31-d5,"University of California, San Diego",Mathematics,Algebra Seminars,https://mathweb.ucsd.edu/~asalehig/AlgebraSeminar-23.html
06f139-d14dcb-99,University of Delaware,Mathematics,Teaching Seminar,https://www.mathsci.udel.edu/events/seminars-and-colloquia/teaching-seminar
070c95-519ed4-ac,University of Illinois Urbana-Champaign,Physics,"Astrophysics, Relativity and Cosmology Seminar",https://physics.illinois.edu/calendar/seminars/1962
076f84-2e12fe-78,University of Wisconsin-Madison,Chemistry,Chemical Biology Seminars,https://chem.wisc.edu/chemical-biology-seminars/
078e81-afde7a-ca,Syracuse University,Physics,Soft Matter and Biological Physics Seminar,https://artsandsciences.syracuse.edu/physics/physics-events/soft-matter-and-biological-physics-seminar-series/
07a019-01ca44-a1,Brown University,Physics,Colloquium,https://www.brown.edu/academics/physics/2023-2024-colloquium-schedule
07b159-e11b6a-30,University of Tennessee,Chemistry,CHEM 501 Chemistry Seminar,https://chem.utk.edu/chem-501-seminar/
0827ad-65389c-d1,University of Michigan,Mathematics,RTG Seminar on Number Theory,https://lsa.umich.edu/math/seminars/seminars-and-colloquia/rtg-seminar-number-theory.html#view=week
0829eb-fb5608-35,Cornell University,Computer Science,Systems Lunch,https://www.cs.cornell.edu/courses/cs7490/2023sp/
082a7c-cef7a5-58,Kent State University,Mathematics,Informal Analysis Seminar,https://www.kent.edu/math/informal-analysis-seminar
084aec-dcee6d-fb,Purdue University,Physics,Astrophysics Seminars,https://www.physics.purdue.edu/events/astro-physics/archive.html
086a11-532139-0c,"University of California, Los Angeles",Mathematics,Math Machine Learning Seminar,https://secure.math.ucla.edu/seminars/show_quarter.php?t=1704182400&type=Math%20Machine%20Learning&id=&tba=
08783c-af46b5-41,New York University,Mathematics,Geometric Analysis and Topology Seminar,https://math.nyu.edu/dynamic/calendars/seminars/geometric-analysis-and-topology-seminar/
0888cc-80dcd3-8c,"University of Maryland, College Park",Mathematics,Sayas Numerics Seminar,https://www-math.umd.edu/research/seminars/sayas-numerics-seminar.html
088e2b-7801ee-c0,Clemson University,Mechanical Engineering,Seminar Series,https://www.clemson.edu/cecas/departments/me/news-events/seminar/index.html
089265-dd6228-06,University of Alabama in Huntsville,Mathematics,Mathematical Sciences Colloquium Series,https://www.uah.edu/events/calendar/month.calendar/2023/09/23
0895f9-067ce7-da,Purdue University,Physics,"Atomic, Molecular, Optical Seminars",https://www.physics.purdue.edu/events/atomic-molecular-optical/archive.html
08af46-bd4f45-0b,University at Buffalo,Mathematics,Analysis Seminar,https://www.buffalo.edu/cas/math/news-events/calendar.html#title_1714411604_cop_722274259
08b2ad-871b53-22,University of North Carolina at Chapel Hill,Mathematics,Physically Inspired Mathematics Seminar,https://math.unc.edu/events/physically-inspired-math/
08de03-74568d-14,Colorado School of Mines,Physics,Colloquia,https://physics.mines.edu/colloquia/
08f577-df1d13-90,University of Wisconsin-Madison,Mathematics,Applied and Computational Math,https://wiki.math.wisc.edu/index.php/Applied/ACMS
091e6a-43893d-19,Rutgers University-New Brunswick,Mathematics,Topology/Geometry Seminar,https://sites.google.com/view/yanwenluo/seminar
091eaa-98f544-e6,University of Minnesota,Mathematics,Special Events and Seminars,https://cse.umn.edu/math/events/special-events-and-seminars
09516c-97650f-f5,Duke University,Mathematics,Research Training Group (RTG) Seminars,https://sites.duke.edu/mathrtg21/spring-2022/
0966b8-833dd9-cb,University of Houston,Mathematics,Data-Enabled Science Seminar,https://www.math.uh.edu/~andreas/seminars/
0981bb-fbb99c-8f,"University of California, Santa Cruz",Physics,Colloquium,https://www.physics.ucsc.edu/news-events/colloquia/index.html
09adbe-115b9f-19,Princeton University,Mathematics,Algebraic Geometry Seminar,https://www.math.princeton.edu/events/seminars/algebraic-geometry-seminar/archive/254
09b181-e94a8e-ed,University of Wisconsin-Madison,Chemistry,Inorganic Chemistry Seminars,https://chem.wisc.edu/inorganic-chemistry-seminars/
09b6b2-b03245-76,Boston College,Mathematics,Math & Machine Learning Seminar,https://sites.google.com/view/bcmmlseminar/
0a3ef5-5c69a6-2b,University of Wisconsin-Madison,Physics,Physics Department Colloquium,https://www.physics.wisc.edu/events/?year=2023&semester=Fall
0a7e6f-67877c-29,Princeton University,Mathematics,PACM Colloquium,https://www.math.princeton.edu/events/seminars/pacm-colloquium/archive/254
0a9d77-f684ff-8a,"University of California, Irvine",Physics,Plasma Physics Seminar,https://www.physics.uci.edu/seminars?field_date_value%5Bvalue%5D%5Byear%5D=2023&field_date_value%5Bvalue%5D%5Bmonth%5D=8&field_date_value%5Bvalue%5D%5Bday%5D=1
0ab2fa-d49365-83,Columbia University,Mathematics,Informal Mathematical Physics Seminar,https://sites.google.com/view/columbia-informal-math-physics
0ac71a-1f1cf9-c8,Cornell University,Mathematics,Number Theory Seminar,https://pi.math.cornell.edu/m/event-list-p/numtheory
0ad6ec-dc61be-74,Virginia Tech,Mathematics,Math Education Seminar,https://math.vt.edu/calendar.html
0ae6a3-c63ba2-2a,Georgetown University,Physics,Colloquia,https://physics.georgetown.edu/talks-events/colloquia/
0b179f-1a779c-6d,Ohio State University,Mathematics,Number Theory Seminar,https://research.math.osu.edu/numbertheory/
0b2346-47908a-b7,Binghamton University,Mathematics,Statistics Seminar,https://www2.math.binghamton.edu/p/seminars/stat
0b50a1-c7cfd7-82,Brandeis University,Physics,Physics Department Colloquia,https://www.brandeis.edu/physics/events/colloquia/index.html
0b98ab-7656c6-1d,University of Chicago,Chemistry,Chemistry Colloquia,https://events.uchicago.edu/chem/month/date/20230901
0bc297-6655d5-c0,"University of California, Riverside",Computer Science,Distinguished Lecture Series,https://www1.cs.ucr.edu/events
0c5861-7c2846-26,Indiana University Bloomington,Chemistry,Physical,https://www.chem.indiana.edu/internal-tools/seminar-information/
0c8b29-4d8ba9-d4,University of Michigan,Mechanical Engineering,Mechanical Engineering Seminar Series,https://me.engin.umich.edu/news-events/events/seminars/
0c9de2-68d4f1-d0,Tulane University,Mathematics,Mathematics Colloquium,https://sse.tulane.edu/colloquium-past-years
0cd47b-0e5d48-e0,"University of California, Santa Cruz",Mathematics,Geometry & Analysis Seminar,https://docs.google.com/document/d/1WcQMv71PXkoJd-2Sx6N8-ls_Bw2oCuZNHZP3yX5TvXo/edit#heading=h.bs99ml40qrn8
0ced91-704999-5f,Iowa State University,Mathematics,Combinatorics/Algebra Seminar,https://jdhsmith.math.iastate.edu/math/seminar.htm
0cee9c-4400fb-97,Northeastern University,Mathematics,Topology Seminar,https://topology.sites.northeastern.edu/
0d05ee-10e108-0d,Iowa State University,Mathematics,Algebra and Geometry Seminar,http://jthartwig.net/ag/
0d091a-267479-aa,University of Georgia,Chemistry,Inorganic Seminar,https://www.chem.uga.edu/events/past?field_type_of_event_target_id=29&items_per_page=10&page=0
0d2528-e3e71f-da,Princeton University,Mathematics,Number Theory Working Seminar,https://www.math.princeton.edu/events/seminars/number-theory-working-seminar
0d5de8-0d34b8-22,Auburn University,Mathematics,Department Colloquia,https://www.auburn.edu/cosam/departments/math/research/colloquia.htm
0d64a1-dedf3f-60,"University of California, San Diego",Chemistry,Chem Ed,https://chemistry.ucsd.edu/ext/seminars.html
0db08a-23f095-ba,University of Notre Dame,Physics,Particle Physics Seminar,https://physics.nd.edu/news-events/events/calendar/particle-physics-seminar/
0e637f-95892d-6d,Vanderbilt University,Physics,Physics Colloquium,https://as.vanderbilt.edu/physics-astronomy/colloquium-series/
0eaac3-793b30-4d,University of Wisconsin-Madison,Mathematics,Geometric Analysis Reading Seminar,https://math.wisc.edu/seminars/
0eaf7b-fbc084-ab,Cornell University,Mathematics,Topology and Geometric Group Theory Seminar,https://pi.math.cornell.edu/m/event-list-p/geomgroup
0ec2f7-fd40f2-2f,University of Southern California,Mathematics,Mathematics Colloquium,https://sites.google.com/usc.edu/gpanova/colloquium
0ec491-20fe6b-d0,California Institute of Technology,Physics,Chemical Physics Seminars,https://www.its.caltech.edu/~cps/
0f01ed-8508d6-07,"University of California, Los Angeles",Physics,Condensed Matter Physics Seminars,https://www.pa.ucla.edu/condensed-matter-seminars.php
0f0a7a-345883-3c,University of Florida,Mathematics,Analysis and Probability Seminar,https://people.clas.ufl.edu/g-roman/analysis-and-probability-seminar/
0f24d1-7ccc62-8e,University of Missouri,Mathematics,Differential Equations Seminar,https://math.missouri.edu/seminars
0f2f5e-c8e178-db,California Institute of Technology,Chemistry,CCE Seminars: Inorganic-Organometallic Seminar,https://cce.caltech.edu/news-and-events/cce-seminars/inorganic-chemistry/inorganic-organometallic-seminar
0f3b3e-9b0550-4c,University of Arizona,Mathematics,IAB Colloquium,https://www.math.arizona.edu/events/archive/5
0f5c65-8df78f-ce,"University of California, Berkeley",Mathematics,"Seminar 217, CDAR Risk Seminar",https://events.berkeley.edu/math/month/date/20230801
0f9b3d-fcc0d4-5e,University of Michigan,Mathematics,Colloquium Series,https://lsa.umich.edu/math/seminars/seminars-and-colloquia/colloquium-series.html#date=2023-12-10&view=month
0fa505-face0a-59,"Graduate Center, CUNY",Mathematics,NYC Geometry Seminar,https://geometrynyc.wixsite.com/home/nyc-geometry-seminar
10858b-fc8543-e6,Brandeis University,Computer Science,Computer Science Seminars,https://www.brandeis.edu/science/science-events/planning-calendar.html
10d866-56146b-9d,"University of California, Los Angeles",Chemistry,Jeffrey I. Zink Inorganic Chemistry Seminar Series,https://www.chemistry.ucla.edu/calendar/month/2023-09/
10e2eb-1ed185-c0,University of Missouri,Mathematics,Pre-print Algebra Seminar,https://math.missouri.edu/seminars
1194d0-7e014e-48,University of Georgia,Mathematics,Math Colloquium,https://calendar.google.com/calendar/u/0/embed?src=dnlc6uonf34kv488nvn5ol5q4g@group.calendar.google.com&ctz=America/New_York
119ae7-646532-6c,"University of California, San Diego",Chemistry,Special Seminar,https://chemistry.ucsd.edu/ext/seminars.html
11a9ad-20255e-57,"University of California, Los Angeles",Mechanical Engineering,Fluid Mechanism Seminar,https://www.mae.ucla.edu/past-events/
11b003-d5eaf2-f8,Washington State University,Chemistry,Events & Seminars,https://chem.wsu.edu/events-seminars/
11b531-3a984b-04,University of Miami,Computer Science,Colloquia,https://csc.as.miami.edu/announcements/colloquia/index.html
11de47-300d27-53,Syracuse University,Chemistry,Chemistry Colloquium,https://calendar.syracuse.edu/events/?view=past&page=1&organizer=10359&_gl=1*crghpx*_gcl_au*NTE0Nzk0MTczLjE3MDk5MTUyMzg.
123a1a-2a31c8-a1,California Institute of Technology,Mechanical Engineering,Mechanical and Civil Engineering Seminar,https://www.cms.caltech.edu/news-events/seminars/filter?date_start=&date_end=&type=all&search=&past=0&mc=1&series=182
124b83-56b845-1b,"University of California, San Diego",Chemistry,Department Colloquia,https://chemistry.ucsd.edu/ext/seminars.html
12586a-a1faa7-b5,Carnegie Mellon University,Computer Science,Software Research Seminar (SSG),https://s3d.cmu.edu/events/sssg.html
127ee4-f4f08b-b5,Carnegie Mellon University,Computer Science,Artificial Intelligence Seminar,https://www.cs.cmu.edu/~aiseminar/
1285a6-8fe8c1-93,University of Chicago,Mathematics,Patrick Billingsley Lectures in Probability,https://stat.uchicago.edu/events/billingsley-lectures-on-probability/
12d4e7-bdfb96-da,"University of California, San Diego",Mathematics,Probability Seminars,https://marcocarfagnini.wordpress.com/probability-seminar/
12deb4-1b70d7-8b,University of Arizona,Mathematics,"Modeling, Computation, Nonlinearity, Randomness and Waves Seminar",https://www.math.arizona.edu/events/archive/5
12f461-b39d81-77,Rutgers University-New Brunswick,Mathematics,Complex Analysis and Geometry Seminar,https://sites.google.com/view/rutgers-ca-seminar/schedule
134bf3-98037b-2d,Northwestern University,Mathematics,Probability Seminar,https://www.math.northwestern.edu/activities/seminars/?group=PrSe&startDate=2023-08-18T05%3A00%3A00.000Z&endDate=2023-09-01T05%3A00%3A00.000Z&days=undefined
1364a7-bafdca-99,University of Louisville,Physics,Physics Colloquium,https://louisville.edu/physics/events/copy_of_physics-colloquium
13c4c8-fd1c57-d9,Tufts University,Mathematics,Colloquium Series,https://math.tufts.edu/news-events/colloquium-series
13d150-3314b9-4a,University of Virginia,Chemistry,Seminars,https://chemistry.as.virginia.edu/seminars-archive
13d5b1-86734f-f1,"University of California, Davis",Mathematics,William Thurston Lectures,https://www.math.ucdavis.edu/research/thurston_lectures
140dcc-499b35-b5,Harvard University,Computer Science,TOC Seminar,https://toc.seas.harvard.edu/toc-seminar
141fdc-305d40-35,Boston College,Mathematics,Algebraic Geometry Seminar,https://sites.google.com/bc.edu/2021-22bcntagseminar
142e80-600353-9e,University of Houston,Mechanical Engineering,Seminars,https://www.me.uh.edu/research/seminars
1451db-5f5159-60,Columbia University,Mathematics,Department Colloquium,https://www.math.columbia.edu/category/colloquia/
14568e-f0fc54-c7,University of Arizona,Mathematics,Program in Applied Mathematics Brown Bag Seminar,https://www.math.arizona.edu/events/archive/5
145b13-d2c791-0d,"University of California, Santa Barbara",Computer Science,CS Talk,https://cs.ucsb.edu/ (at the bottom)
146216-51dccc-9e,University of Wisconsin-Madison,Chemistry,Organic Chemistry Seminars,https://chem.wisc.edu/organic-chemistry-seminars/
1474e0-69b9ac-1a,University of Mississippi,Chemistry,Seminars,https://chemistry.olemiss.edu/events/
14982d-3ad234-84,University of Pennsylvania,Mathematics,MathBio Seminar,math.upenn.edu/events/s
14998a-814110-84,Boston University,Mathematics,Geometry and Physics Seminar,https://math.bu.edu/research/geom/seminar.html
14bfbd-7f30c4-e4,University of Michigan,Computer Science,Theory Seminars,https://cse.engin.umich.edu/events/all-seminars/theory/
14d5b4-ddb3cf-f5,"University of California, Irvine",Mathematics,Distinguished Lectures,https://www.math.uci.edu/category/event-category/distinguished-lectures
14eb82-27042c-2d,University of Georgia,Chemistry,Physical Seminar,https://www.chem.uga.edu/events/past?field_type_of_event_target_id=22&items_per_page=10&page=0
14ee17-1608f4-cf,Dartmouth College,Mathematics,Algebra and Number Theory Seminar,https://math.dartmouth.edu/~zahlen/
150266-c746ca-a9,Columbia University,Computer Science,VIGR Seminar,https://vigr.cs.columbia.edu/vigr_seminar.html
1545aa-d0dbd0-ff,Virginia Tech,Physics,Soft Matter and Biological Physics Seminar,https://www.phys.vt.edu/Newsandevents/Events.html
154975-f8ef1f-3d,"University at Albany, SUNY",Physics,Physics Seminars,https://www.albany.edu/physics/colloquia-and-seminars
158842-d0c47c-1e,Stony Brook University,Physics,Worlds of Physics,http://chi.physics.sunysb.edu/wop/
159c40-1d68a4-b9,Princeton University,Mathematics,Joint PU/IAS Analysis Seminar,https://www.math.princeton.edu/events/seminars/joint-puias-analysis-seminar/archive/254
16094b-ee728c-74,Montana State University,Chemistry,Chemistry and Biochemistry Seminars,https://chemistry.montana.edu/seminars/index.html
1632fe-2b7e08-47,Boston University,Physics,Departmental Seminar,https://www.bu.edu/physics/events/?date=20230801&topic=8181
164d63-ee9263-b7,New York University,Mathematics,Analysis Seminar,https://math.nyu.edu/dynamic/calendars/seminars/analysis-seminar/
166b41-73e4f7-90,New York University,Mathematics,MaD Seminar,https://mad.cds.nyu.edu/seminar/
167259-627a63-2d,University of Arizona,Chemistry,BCP Journal Club Seminar,https://cbc.arizona.edu/events
169a4f-3f7d3a-58,Massachusetts Institute of Technology,Mathematics,SIAM Seminar,https://web.mit.edu/siam/www/
169d47-d02bdf-10,Ohio State University,Mathematics,Algebraic Geometry Seminar,https://research.math.osu.edu/agseminar/AG-2023-2024.html
16c3a3-87dca3-e5,University of Oklahoma,Mathematics,Geometry and Topology Seminar,https://math.ou.edu/events/seminars/geometry_topology
16d531-009c16-7d,"University of California, Berkeley",Mathematics,Applied Math Seminar,https://events.berkeley.edu/math/month/date/20230801
174cb3-09ac2c-14,"University of California, Irvine",Mathematics,Mathematical Physics Seminar,https://www.math.uci.edu/seminars-calendar/month/2023-08
174d30-df924d-c4,University of Delaware,Mathematics,Discrete Mathematics/Algebra Seminar,https://www.mathsci.udel.edu/events/seminars-and-colloquia/discrete-mathematics
175f93-30c4bc-eb,"University of California, Irvine",Physics,Astrophysics Seminar,https://www.physics.uci.edu/seminars?field_date_value%5Bvalue%5D%5Byear%5D=2023&field_date_value%5Bvalue%5D%5Bmonth%5D=8&field_date_value%5Bvalue%5D%5Bday%5D=1
17d7ca-b1b021-12,Virginia Tech,Physics,Condensed Matter Seminars,https://www.phys.vt.edu/Newsandevents/Events.html
183479-ce7cba-a1,University of Missouri,Chemistry,Colloquium Seminars,https://calendar.missouri.edu/department/chemistry/calendar/day/2023/8/1?card_size=big&days=153&experience=
18a52c-75b384-f8,"University of California, San Diego",Mechanical Engineering,Biomechanics & Medical Devices,https://mae.ucsd.edu/seminars/archives?field_seminar_series_target_id=3
18fabd-3843fa-ee,Dartmouth College,Mathematics,Colloquium,https://math.dartmouth.edu/calendar/agenda-colloq-past.php
191a70-d4123f-ad,Georgia Institute of Technology,Physics,School of Physics Seminar,https://physics.gatech.edu/event/school-physics-seminar
1934c0-46decf-60,George Mason University,Chemistry,Seminars,https://science.gmu.edu/academics/departments-units/chemistry-biochemistry/seminars
1943bd-dd3040-8d,University of Michigan,Physics,Complex Systems,https://lsa.umich.edu/physics/news-events/seminars-colloquia/complex-systems.html#view=month
1951a2-70cac7-f3,Colorado State University,Chemistry,Organic Seminars,https://www.chem.colostate.edu/organic-seminars/
1956fd-b9715d-44,University of Minnesota,Mathematics,Combinatorics Seminar,https://cse.umn.edu/math/seminar-calendar
195a10-8498ad-fc,Johns Hopkins University,Chemistry,Visiting Faculty Seminar,https://chemistry.jhu.edu/events-calendar/category/visiting-faculty-seminar/
19711a-a99c34-9a,"University of California, Berkeley",Chemistry,G. N. Lewis Memorial Lecture,https://events.berkeley.edu/chem/month/date/20230801
1981a8-ac4c1d-f7,Montana State University,Mathematics,Colloquiua,https://math.montana.edu/events/seminars/colloquia.html
198c52-06192d-14,University of Georgia,Mathematics,MALT Seminar,https://calendar.google.com/calendar/u/0/embed?src=e4o8pm3vtl01ivv029577d5m8g@group.calendar.google.com&ctz=America/New_York
198cf5-803383-9e,Yale University,Mathematics,Applied Mathematics/Analysis Seminar,https://math.yale.edu/calendar/grid/month/2023-12?term_node_tid_depth_join=46
19c3a6-009880-48,Michigan State University,Physics,High Energy Physics Seminar,https://pa.msu.edu/news-events-seminars/hep-seminar-schedule.aspx
1a21b3-f88892-9e,University of Illinois Urbana-Champaign,Chemistry,Chemical Biology Seminars,http://go.illinois.edu/chemistrybiology
1a6095-3dd388-72,Auburn University,Mathematics,Topology Seminar,https://www.auburn.edu/cosam/departments/math/research/seminars/topology-continuum-theory.htm
1a79c5-a87c6f-25,Virginia Tech,Physics,Astronomical Sciences Seminar,https://www.phys.vt.edu/Newsandevents/Events.html
1a7a33-ad8f63-ba,"University of California, Berkeley",Chemistry,Merck-Banyu Seminar Lecture,https://events.berkeley.edu/chem/month/date/20230801
1a7ad5-871502-5c,George Washington University,Mathematics,"University Seminar (CCAS): Computability, Complexity, and Algebraic Structure",https://math.columbian.gwu.edu/university-seminar-computability-complexity-and-algebraic-structure
1a9023-af1dec-a5,"University of California, Los Angeles",Mathematics,Number Theory Seminar,https://secure.math.ucla.edu/seminars/show_quarter.php?t=1704182400&type=Number%20Theory&id=&tba=
1aa489-d713f2-1c,Washington University in St. Louis,Computer Science,CSE Colloquia Series,https://cse.wustl.edu/news-events/past-colloquia.html
1aa59d-5a8f72-b6,Kent State University,Mathematics,Algebra Seminar,https://www.math.kent.edu/~white/seminar/algsem.html
1aa5c5-39b46e-64,Vanderbilt University,Mathematics,Geometry Seminar,https://math.vanderbilt.edu/rasdear/public_html/seminar/Old/Fall2023.html
1b065b-36010c-82,University of Delaware,Mathematics,Analysis Seminar,https://www.mathsci.udel.edu/events/seminars-and-colloquia/analysis
1b0b84-44e690-a3,University of Texas at Arlington,Computer Science,Colloquia,https://www.uta.edu/academics/schools-colleges/engineering/academics/departments/cse/colloquia
1b1c2d-c3a1c0-e8,New York University,Mathematics,Probability and Mathematical Physics Seminar,https://math.nyu.edu/dynamic/calendars/seminars/probability-and-mathematical-physics-seminar/
1b210a-2435c7-a9,Binghamton University,Mathematics,Data Science Seminar,https://www2.math.binghamton.edu/p/seminars/datasci
1b64f0-f5a9ad-6d,Ohio State University,Mathematics,Math to Industry,https://u.osu.edu/careerprep/
1b6b3d-38f401-de,Texas A&M University,Mathematics,Colloquia,https://www.math.tamu.edu/seminars/colloquia/
1b7fc8-db4f7a-19,University of Connecticut,Mathematics,Algebra Seminar,https://math.uconn.edu/calendar-2/
1ba1fc-40358b-b7,University of Chicago,Physics,Physics Colloquium,https://physics.uchicago.edu/events/colloquia-and-lectures/
1bb2ba-4337df-01,"University of California, Riverside",Chemistry,CHEM 254 Seminar,https://chem.ucr.edu/events
1bc459-2243ab-76,Duke University,Mathematics,Applied Math & Analysis Seminar,https://math.duke.edu/applied-math-analysis-events
1be8fb-b2f0d7-15,University of Notre Dame,Physics,Condensed Matter Seminar,https://physics.nd.edu/news-events/events/calendar/condensed-matter-seminar/
1bee8c-a75308-7f,"University of California, San Diego",Mathematics,Seminars on Mathematics for Complex Biological Systems,https://math.ucsd.edu/~bli/research/mathbiosci/MBBseminar/
1c056a-e44e07-da,University of Michigan,Physics,Department Colloquia,https://lsa.umich.edu/physics/news-events/seminars-colloquia/department-colloquia.html#date=2023-11-07&view=month
1c62f3-29a99f-85,Utah State University,Mathematics,Colloquium and Seminars,https://www.usu.edu/math/news/colloquiums
1c63dc-e62fb3-6b,Temple University,Mathematics,Colloquium,https://www.math.temple.edu/events/seminars/colloquium/2023/
1c670c-c35bfe-6c,University of Michigan,Mathematics,Differential Equations,https://lsa.umich.edu/math/seminars/seminars-and-colloquia/differential-equations.html#view=week
1c7f9e-67dd36-6e,Rutgers University-New Brunswick,Physics,Physics and Astronomy Colloquium,https://physics.rutgers.edu/events/colloquium?view=article&id=2582:colloquim-fall-2023&catid=13:events
1cde7d-db239d-c7,Arizona State University,Physics,Friday Cosmology Seminar,https://cosmology.asu.edu/events/cosmology-seminars/friday
1d36f0-52fa39-a8,Stony Brook University,Mathematics,Math Club,https://www.math.stonybrook.edu/past-events
